F [GHz],dB(S11),dB(S21)
0.580000000000000,-19.036882024031371,-0.054553286332892
0.590000000000000,-19.106221504402310,-0.053683841812335
0.600000000000000,-19.186060106862111,-0.052700002544746
0.610000000000000,-19.276736319042858,-0.051604592634340
0.620000000000000,-19.378630831345092,-0.050400963545893
0.630000000000000,-19.492170927876852,-0.049092998206062
0.640000000000000,-19.617835643783618,-0.047685113538223
0.650000000000000,-19.756161836480466,-0.046182261331231
0.660000000000000,-19.907751354622004,-0.044589927338724
0.670000000000000,-20.073279535269904,-0.042914128502858
0.680000000000000,-20.253505320102789,-0.041161408193392
0.690000000000000,-20.449283360450998,-0.039338829350967
0.700000000000000,-20.661578585091977,-0.037453965421746
0.710000000000000,-20.891483843660712,-0.035514888969540
0.720000000000000,-21.140241425754184,-0.033530157851363
0.730000000000000,-21.409269511248546,-0.031508798843046
0.740000000000000,-21.700194960235045,-0.029460288603211
0.750000000000000,-22.014894345320538,-0.027394531866626
0.760000000000000,-22.355545832003063,-0.025321836762037
0.770000000000000,-22.724695529031674,-0.023252887154946
0.780000000000000,-23.125343426494222,-0.021198711922555
0.790000000000000,-23.561056285524167,-0.019170651076638
0.800000000000000,-24.036118292001611,-0.017180318660020
0.810000000000000,-24.555735713667584,-0.015239562354465
0.820000000000000,-25.126320582218458,-0.013360419751295
0.830000000000000,-25.755893089528396,-0.011555071251946
0.840000000000000,-26.454667786392140,-0.009835789583411
0.850000000000000,-27.235934533849619,-0.008214885933149
0.860000000000000,-28.117432124747118,-0.006704652730152
0.870000000000000,-29.123587305519330,-0.005317303122682
0.880000000000000,-30.289369023850799,-0.004064907229279
0.890000000000000,-31.667395668609021,-0.002959325267688
0.900000000000000,-33.342272168913240,-0.002012137696317
0.910000000000000,-35.463294273989476,-0.001234572534682
0.920000000000000,-38.333836404327577,-0.000637430062715
0.930000000000000,-42.741742298105116,-0.000231005133823
0.940000000000001,-52.397174915198107,-0.000025007372899
0.950000000000000,-51.832523404318025,-0.000028479567839
0.960000000000000,-42.403528598178006,-0.000249714601308
0.970000000000000,-37.951029989544409,-0.000696171308223
0.980000000000000,-34.997431423996282,-0.001374389683476
0.990000000000000,-32.780811648681116,-0.002289905903287
1.000000000000000,-31.004942512829881,-0.003447167662257
1.010000000000001,-29.523342425540779,-0.004849450366056
1.020000000000001,-28.252777246503594,-0.006498774756763
1.030000000000001,-27.141405753825055,-0.008395826583583
1.040000000000001,-26.154755749501248,-0.010539878966133
1.050000000000001,-25.268751197033037,-0.012928718130088
1.060000000000001,-24.465922395146176,-0.015558573226095
1.070000000000001,-23.733200617081327,-0.018424050971824
1.080000000000001,-23.060563361215490,-0.021518075884467
1.090000000000001,-22.440164645543998,-0.024831836896376
1.100000000000001,-21.865755897137884,-0.028354741170594
1.110000000000001,-21.332288276693902,-0.032074375955415
1.120000000000001,-20.835632325003512,-0.035976479338849
1.130000000000001,-20.372375799389122,-0.040044920784696
1.140000000000001,-19.939675011130102,-0.044261692352947
1.150000000000001,-19.535143631617100,-0.048606911528494
1.160000000000001,-19.156768289745440,-0.053058836604932
1.170000000000001,-18.802843688908702,-0.057593895594458
1.180000000000001,-18.471922192679365,-0.062186729661875
1.190000000000001,-18.162774308974182,-0.066810252110975
1.200000000000001,-17.874357510112727,-0.071435723985391
1.210000000000001,-17.605791524806460,-0.076032847384202
1.220000000000001,-17.356338731156523,-0.080569877635759
1.230000000000001,-17.125388633637989,-0.085013755520049
1.240000000000001,-16.912445665457856,-0.089330260781640
1.250000000000001,-16.717119749699226,-0.093484188232905
1.260000000000001,-16.539119198368805,-0.097439547798667
1.270000000000001,-16.378245641382183,-0.101159789919305
1.280000000000001,-16.234390767925301,-0.104608057776425
1.290000000000001,-16.107534737389898,-0.107747467856933
1.300000000000001,-15.997746182001171,-0.110541420404492
1.310000000000001,-15.905183782722677,-0.112953941322125
1.320000000000001,-15.830099458006336,-0.114950057075371
1.330000000000001,-15.772843265249632,-0.116496204089544
1.340000000000001,-15.733870181422942,-0.117560674023700
1.350000000000001,-15.713749006935060,-0.118114096119180
1.360000000000001,-15.713173731212001,-0.118129957540929
1.370000000000001,-15.732977817387606,-0.117585162228644
1.380000000000001,-15.774152017468374,-0.116460628221130
1.390000000000001,-15.837866533205418,-0.114741922674512
1.400000000000001,-15.925498613149461,-0.112419932820664
1.410000000000001,-16.038667054572180,-0.109491569857277
1.420000000000001,-16.179275607557177,-0.105960501171300
1.430000000000001,-16.349568030181729,-0.101837904311974
1.440000000000001,-16.552198631682387,-0.097143233683779
1.450000000000001,-16.790323745696533,-0.091904987955727
1.460000000000001,-17.067721993625142,-0.086161462614974
1.470000000000001,-17.388954924518174,-0.079961467867938
1.480000000000001,-17.759585508375359,-0.073364987162249
1.490000000000001,-18.186481540772654,-0.066443745939009
1.500000000000001,-18.678247113004510,-0.059281653831265
1.510000000000001,-19.245853365361363,-0.051975076452870
1.520000000000001,-19.903590816716299,-0.044632885287102
1.530000000000001,-20.670563330371607,-0.037376226187125
1.540000000000001,-21.573142522137420,-0.030337938946356
1.550000000000001,-22.649236112326214,-0.023661552721701
1.560000000000001,-23.956265320141689,-0.017499775377932
1.570000000000001,-25.587553752794072,-0.012012389814767
1.580000000000001,-27.710700316034160,-0.007363467953593
1.590000000000001,-30.676824863525692,-0.003717814375964
1.600000000000001,-35.456317036557955,-0.001236557836497
1.610000000000001,-47.815344455600290,-0.000071821332249
1.620000000000001,-40.809916944701421,-0.000360421456844
1.630000000000001,-32.922123629512306,-0.002216576744532
1.640000000000001,-28.803978551537018,-0.005723643911588
1.650000000000001,-25.999109229104963,-0.010924951595867
1.660000000000001,-23.879165493785397,-0.017813864752127
1.670000000000001,-22.187596246050358,-0.026323291097103
1.680000000000001,-20.795135000888287,-0.036314936810426
1.690000000000001,-19.628389551028171,-0.047568737166618
1.700000000000001,-18.642642064141501,-0.059773037906624
1.710000000000001,-17.809694408653161,-0.072516300555887
1.720000000000001,-17.111872049207772,-0.085281375700401
1.730000000000001,-16.538932903493833,-0.097443774898146
1.740000000000001,-16.086548916645253,-0.108275941544572
1.750000000000001,-15.755804450015887,-0.116960377346411
1.760000000000001,-15.553543071671809,-0.122615781052307
1.770000000000001,-15.493675870117272,-0.124342331816990
1.780000000000001,-15.599912243448966,-0.121295233073242
1.790000000000001,-15.911027265515468,-0.112800073094749
1.800000000000001,-16.491330266531275,-0.098529997197419
1.810000000000001,-17.453363288990765,-0.078773602849953
1.820000000000001,-19.014749352932597,-0.054833779369801
1.830000000000001,-21.678333978749770,-0.029609463984164
1.840000000000001,-27.130132375631298,-0.008417669869323
1.850000000000001,-46.614776868100947,-0.000094691579120
1.860000000000001,-23.753867116150072,-0.018336400964141
1.870000000000001,-17.226530926656785,-0.083037927171379
1.880000000000001,-13.043611256878785,-0.221017778520621
1.890000000000001,-9.933475240084956,-0.465029842713062
1.900000000000001,-7.502660160703288,-0.849797712300595
1.910000000000001,-5.585289742450536,-1.404758470030740
1.920000000000001,-4.091040128975844,-2.145623931071741
1.930000000000001,-2.952285586248018,-3.069099805028436
1.940000000000001,-2.105773390661768,-4.154153551987567
1.950000000000001,-1.490292516071945,-5.368986800652479
1.960000000000001,-1.050241375992695,-6.679495349042685
1.970000000000001,-0.739037330132768,-8.055459211056034
1.980000000000001,-0.520237890364888,-9.473345949759850
1.990000000000001,-0.366720337215391,-10.916563153533627
2.000000000000001,-0.258954122966035,-12.374448538643183
2.010000000000001,-0.183154335296676,-13.840926416766292
2.020000000000001,-0.129695159762145,-15.313291628562030
2.030000000000001,-0.091884683650170,-16.791273209699284
2.040000000000001,-0.065072213685878,-18.276382782608099
2.050000000000001,-0.046018549768081,-19.771502788802341
2.060000000000001,-0.032459344669987,-21.280665201946274
2.070000000000001,-0.022804767512253,-22.808984016298623
2.080000000000001,-0.015933400370769,-24.362722686240929
2.090000000000001,-0.011050627790217,-25.949497743796083
2.100000000000001,-0.007591007641994,-27.578643777606491
2.110000000000001,-0.005150649272526,-29.261798402020343
2.120000000000001,-0.003440125511403,-31.013820183261881
2.130000000000001,-0.002251498850396,-32.854251518290525
2.140000000000001,-0.001435101027727,-34.809735889223532
2.150000000000001,-0.000883091558528,-36.918227317653823
2.160000000000001,-0.000517755814117,-39.236852143513197
2.170000000000001,-0.000283136291403,-41.858029287804882
2.180000000000001,-0.000139021392074,-44.947096294005171
2.190000000000001,-0.000056610688968,-48.848887014401058
2.200000000000001,-0.000015378467798,-54.508720126243645
2.210000000000001,-0.000000797787342,-67.358972096766763
2.220000000000001,-0.000002685173128,-62.088121530431657
2.230000000000001,-0.000013994672306,-54.918222774132147
2.240000000000001,-0.000029938380529,-51.615575040902776
2.250000000000001,-0.000047344862477,-49.625138191463471
2.260000000000001,-0.000064191349373,-48.303110157326657
2.270000000000001,-0.000079263125407,-47.387170815567416
2.280000000000001,-0.000091906135104,-46.744444033506099
2.290000000000001,-0.000101847970145,-46.298370258601473
2.300000000000001,-0.000109069021143,-46.000883492320980
2.310000000000001,-0.000113710410147,-45.819897707988261
2.320000000000001,-0.000116008852262,-45.732989816216467
2.330000000000001,-0.000116251186203,-45.723927308144496
2.340000000000001,-0.000114743219846,-45.780630158541108
2.350000000000001,-0.000111788942310,-45.893910536310024
2.360000000000001,-0.000107677192165,-46.056659729666947
2.370000000000001,-0.000102673639519,-46.263304880451628
2.380000000000001,-0.000097016508565,-46.509435209609684
2.390000000000001,-0.000090914888626,-46.791538459906036
2.400000000000001,-0.000084548794272,-47.106811201143415
2.410000000000001,-0.000078070366351,-47.453019974867708
2.420000000000001,-0.000071605777137,-47.828398290809872
2.430000000000001,-0.000065257529099,-48.231569484636154
2.440000000000001,-0.000059106929937,-48.661488643328639
2.450000000000001,-0.000053216594820,-49.117398903143751
2.460000000000001,-0.000047632876537,-49.598798837218624
2.470000000000001,-0.000042388160327,-50.105418623838908
2.480000000000001,-0.000037502986092,-50.637203376133499
2.490000000000001,-0.000032987978962,-51.194302517655352
2.500000000000001,-0.000028845582044,-51.777064470430425
2.510000000000001,-0.000025071593761,-52.386036226548981
2.520000000000001,-0.000021656518005,-53.021967632791018
2.530000000000001,-0.000018586738772,-53.685820454458216
2.540000000000001,-0.000015845532974,-54.378782520340167
2.550000000000001,-0.000013413936046,-55.102287505708887
2.560000000000001,-0.000011271475054,-55.858041206521435
2.570000000000001,-0.000009396783672,-56.648055522703956
2.580000000000001,-0.000007768112669,-57.474691837361867
2.590000000000001,-0.000006363748669,-58.340716102221052
2.600000000000001,-0.000005162352907,-59.249368790511163
2.610000000000001,-0.000004143230661,-60.204454065932559
2.620000000000001,-0.000003286541004,-61.210454207476609
2.630000000000001,-0.000002573455491,-62.272677786770231
2.640000000000002,-0.000001986273448,-63.397453738040220
2.650000000000001,-0.000001508500605,-64.592388983218257
2.660000000000002,-0.000001124897064,-65.866715847374167
2.670000000000001,-0.000000821499751,-67.231769164377880
2.680000000000002,-0.000000585623909,-68.701655411459754
2.690000000000001,-0.000000405847523,-70.294214323818082
2.700000000000001,-0.000000271982055,-72.032440735730432
2.710000000000001,-0.000000175032401,-73.946658701356782
2.720000000000001,-0.000000107148503,-76.077982111610567
2.730000000000001,-0.000000061570748,-78.484098864726803
2.740000000000001,-0.000000032570908,-81.249544644012602
2.750000000000001,-0.000000015390098,-84.505429188397642
2.760000000000001,-0.000000006175027,-88.471455854440933
2.770000000000001,-0.000000001913499,-93.559559152148353
2.780000000000001,-0.000000000370102,-100.694632194127920
2.790000000000001,-0.000000000022644,-112.828069261714790
2.800000000000001,0.000000000000000,-638.630306145818850
2.810000000000001,-0.000000000021692,-113.014791148733720
2.820000000000001,-0.000000000339614,-101.067987401257610
2.830000000000001,-0.000000001682082,-94.119370033371467
2.840000000000001,-0.000000005200426,-89.217454655200129
2.850000000000001,-0.000000012418200,-85.437256488847396
2.860000000000001,-0.000000025183123,-82.366747259570161
2.870000000000001,-0.000000045621714,-79.786127183016433
2.880000000000001,-0.000000076096666,-77.564186839006808
2.890000000000002,-0.000000119166896,-75.616286985959334
2.900000000000001,-0.000000177550198,-73.884631626652990
2.910000000000002,-0.000000254088477,-72.327993518981174
2.920000000000001,-0.000000351715417,-70.915929237497863
2.930000000000002,-0.000000473426497,-69.625317722610177
2.940000000000001,-0.000000622251307,-68.438185248830379
2.950000000000002,-0.000000801227953,-67.340282583187673
2.960000000000001,-0.000001013379549,-66.320122266216529
2.970000000000002,-0.000001261692580,-65.368308252412731
2.980000000000001,-0.000001549097113,-64.477057439647325
2.990000000000002,-0.000001878448674,-63.639850726229916
3.000000000000001,-0.000002252511708,-62.851173669128521
3.010000000000002,-0.000002673944553,-62.106320476754469
3.020000000000001,-0.000003145285733,-61.401243636532726
3.030000000000002,-0.000003668941571,-60.732436992728388
3.040000000000001,-0.000004247174952,-60.096843724606970
3.050000000000002,-0.000004882095193,-59.491783121006605
3.060000000000001,-0.000005575648891,-58.914891724973870
3.070000000000002,-0.000006329611702,-58.364075592611499
3.080000000000001,-0.000007145580968,-57.837471239883087
3.090000000000002,-0.000008024969081,-57.333413447597032
3.100000000000001,-0.000008968997581,-56.850408529358361
3.110000000000002,-0.000009978691850,-56.387111987756100
3.120000000000001,-0.000011054876411,-55.942309723074537
3.130000000000002,-0.000012198170722,-55.514902138959712
3.140000000000002,-0.000013408985436,-55.103890626567228
3.150000000000002,-0.000014687519096,-54.708366014005257
3.160000000000002,-0.000016033755181,-54.327498649434553
3.170000000000002,-0.000017447459491,-53.960529849858041
3.180000000000002,-0.000018928177849,-53.606764497714742
3.190000000000002,-0.000020475234027,-53.265564607069045
3.200000000000002,-0.000022087727943,-52.936343712828858
3.210000000000002,-0.000023764534041,-52.618561961818536
3.220000000000002,-0.000025504299871,-52.311721805038481
3.230000000000002,-0.000027305444825,-52.015364207088325
3.240000000000002,-0.000029166159023,-51.729065302326951
3.250000000000001,-0.000031084402344,-51.452433438496428
3.260000000000002,-0.000033057903565,-51.185106557740134
3.270000000000001,-0.000035084159623,-50.926749872573616
3.280000000000002,-0.000037160435004,-50.677053800719079
3.290000000000001,-0.000039283761228,-50.435732128031233
3.300000000000002,-0.000041450936454,-50.202520373210156
3.310000000000001,-0.000043658525203,-49.977174331772034
3.320000000000002,-0.000045902858219,-49.759468779951099
3.330000000000001,-0.000048180032443,-49.549196321937430
3.340000000000002,-0.000050485911188,-49.346166366197316
3.350000000000001,-0.000052816124442,-49.150204218639942
3.360000000000002,-0.000055166069393,-48.961150282146527
3.370000000000001,-0.000057530911183,-48.778859353504103
3.380000000000002,-0.000059905583896,-48.603200010133150
3.390000000000002,-0.000062284791867,-48.434054080190755
3.400000000000002,-0.000064663011288,-48.271316190700674
3.410000000000002,-0.000067034492235,-48.114893389333524
3.420000000000002,-0.000069393261085,-47.964704836350030
3.430000000000002,-0.000071733123445,-47.820681564053821
3.440000000000002,-0.000074047667618,-47.682766301886197
3.450000000000002,-0.000076330268701,-47.550913366058360
3.460000000000002,-0.000078574093382,-47.425088613364217
3.470000000000002,-0.000080772105516,-47.305269459569047
3.480000000000002,-0.000082917072588,-47.191444963538878
3.490000000000002,-0.000085001573162,-47.083615979080506
3.500000000000002,-0.000087018005431,-46.981795377317134
3.510000000000002,-0.000088958597004,-46.886008343351747
3.520000000000002,-0.000090815416044,-46.796292751990187
3.530000000000002,-0.000092580383930,-46.712699628433150
3.540000000000002,-0.000094245289633,-46.635293701131246
3.550000000000002,-0.000095801805913,-46.564154055465075
3.560000000000002,-0.000097241507628,-46.499374898604763
3.570000000000002,-0.000098555892303,-46.441066447871670
3.580000000000002,-0.000099736403249,-46.389355957232453
3.590000000000002,-0.000100774455457,-46.344388899279188
3.600000000000002,-0.000101661464577,-46.306330323283582
3.610000000000002,-0.000102388879279,-46.275366413780503
3.620000000000002,-0.000102948217360,-46.251706278784184
3.630000000000002,-0.000103331105939,-46.235584002360916
3.640000000000002,-0.000103529326187,-46.227261003116183
3.650000000000002,-0.000103534863003,-46.227028748513668
3.660000000000002,-0.000103339960156,-46.235211885224487
3.670000000000002,-0.000102937181394,-46.252171858430835
3.680000000000002,-0.000102319478124,-46.278311108852897
3.690000000000002,-0.000101480264310,-46.314077956128656
3.700000000000002,-0.000100413499235,-46.359972302236208
3.710000000000002,-0.000099113778940,-46.416552320502355
3.720000000000002,-0.000097576437144,-46.484442336528438
3.730000000000002,-0.000095797656525,-46.564342160023962
3.740000000000002,-0.000093774591402,-46.657038195095673
3.750000000000002,-0.000091505502841,-46.763416746621999
3.760000000000002,-0.000088989907389,-46.884480059861474
3.770000000000002,-0.000086228740707,-47.021365790689373
3.780000000000002,-0.000083224537510,-47.175370821144980
3.790000000000002,-0.000079981629335,-47.347980633215009
3.800000000000002,-0.000076506361771,-47.540905868577681
3.810000000000002,-0.000072807333034,-47.756128287281953
3.820000000000002,-0.000068895655789,-47.995959177120582
3.830000000000002,-0.000064785244437,-48.263114488455138
3.840000000000002,-0.000060493130167,-48.560812786547189
3.850000000000002,-0.000056039806391,-48.892904871071131
3.860000000000002,-0.000051449607292,-49.264048195879568
3.870000000000002,-0.000046751122592,-49.679946052033792
3.880000000000002,-0.000041977651794,-50.147682694505228
3.890000000000002,-0.000037167701529,-50.676204647539024
3.900000000000002,-0.000032365529954,-51.277032069953414
3.910000000000002,-0.000027621742417,-51.965346213860656
3.920000000000002,-0.000022993943075,-52.761720090931327
3.930000000000002,-0.000018547447508,-53.695010880135705
3.940000000000002,-0.000014356061770,-54.807497108141966
3.950000000000002,-0.000010502933883,-56.164742049037095
3.960000000000002,-0.000007081484204,-57.876603746065328
3.970000000000002,-0.000004196421671,-60.149053999508148
3.980000000000002,-0.000001964853524,-63.444542293059449
3.990000000000002,-0.000000517496731,-69.238767262798888
4.000000000000002,-0.000000000000069,-137.937241207349300
4.010000000000002,-0.000000574386004,-68.785804910322526
4.020000000000002,-0.000002420624194,-62.538570625294859
4.030000000000002,-0.000005738345402,-58.789979124771378
4.040000000000002,-0.000010748710291,-56.064284911909780
4.050000000000002,-0.000017696444632,-53.898991745015856
4.060000000000002,-0.000026852055336,-52.088081203929804
4.070000000000002,-0.000038514242186,-50.521648799966570
4.080000000000002,-0.000053012521228,-49.134085025546980
4.090000000000002,-0.000070710076917,-47.883065371414325
4.100000000000002,-0.000092006861161,-46.739686967559727
4.110000000000002,-0.000117342958568,-45.683331445416343
4.120000000000002,-0.000147202238345,-44.698772574913939
4.130000000000002,-0.000182116314357,-43.774445645476774
4.140000000000002,-0.000222668836057,-42.901360057297182
4.150000000000002,-0.000269500133921,-42.072388009035521
4.160000000000002,-0.000323312244046,-41.281783248735969
4.170000000000002,-0.000384874337354,-40.524846006964466
4.180000000000002,-0.000455028579543,-39.797683877461623
4.190000000000002,-0.000534696448305,-39.097037465188919
4.200000000000002,-0.000624885534520,-38.420150839043380
4.210000000000002,-0.000726696853886,-37.764673656455585
4.220000000000002,-0.000841332694735,-37.128586110479162
4.230000000000002,-0.000970105026601,-36.510140607595623
4.240000000000002,-0.001114444492118,-35.907815901745991
4.250000000000002,-0.001275910002001,-35.320280633088416
4.260000000000003,-0.001456198949241,-34.746364058746977
4.270000000000002,-0.001657158053485,-34.185032348045354
4.280000000000002,-0.001880794840337,-33.635369229487694
4.290000000000002,-0.002129289752230,-33.096560074956450
4.300000000000003,-0.002405008877539,-32.567878723838369
4.310000000000002,-0.002710517272463,-32.048676509978996
4.320000000000002,-0.003048592835392,-31.538373073817752
4.330000000000002,-0.003422240675805,-31.036448632053681
4.340000000000002,-0.003834707898711,-30.542437445653821
4.350000000000002,-0.004289498700833,-30.055922279557684
4.360000000000002,-0.004790389645809,-29.576529688085039
4.370000000000002,-0.005341444952129,-29.103925991748916
4.380000000000002,-0.005947031588788,-28.637813836052970
4.390000000000002,-0.006611833929700,-28.177929242502568
4.400000000000002,-0.007340867667890,-27.724039077661850
4.410000000000002,-0.008139492634655,-27.275938878540121
4.420000000000002,-0.009013424106567,-26.833450982562361
4.430000000000002,-0.009968742115067,-26.396422918387813
4.440000000000002,-0.011011898198920,-25.964726020286786
4.450000000000002,-0.012149718960443,-25.538254233972420
4.460000000000002,-0.013389405702323,-25.116923085959339
4.470000000000002,-0.014738529334968,-24.700668791865745
4.480000000000002,-0.016205019656575,-24.289447481750003
4.490000000000002,-0.017797148021639,-23.883234522690451
4.500000000000002,-0.019523502333059,-23.482023920485204
4.510000000000003,-0.021392953220934,-23.085827783642166
4.520000000000002,-0.023414610214809,-22.694675833827077
4.530000000000002,-0.025597766680005,-22.308614947694270
4.540000000000002,-0.027951832281478,-21.927708715599213
4.550000000000003,-0.030486251767809,-21.552037003137407
4.560000000000002,-0.033210408942990,-21.181695501814385
4.570000000000002,-0.036133514824421,-20.816795255480169
4.580000000000002,-0.039264479181790,-20.457462149502216
4.590000000000003,-0.042611764923482,-20.103836350050656
4.600000000000002,-0.046183225153397,-19.756071681378039
4.610000000000002,-0.049985923169220,-19.414334929634013
4.620000000000002,-0.054025936217340,-19.078805062612961
4.630000000000003,-0.058308144460823,-18.749672355923302
4.640000000000002,-0.062836007350407,-18.427137417433176
4.650000000000002,-0.067611330403817,-18.111410103508796
4.660000000000002,-0.072634026277452,-17.802708322543324
4.670000000000003,-0.077901874929960,-17.501256723573778
4.680000000000002,-0.083410288594088,-17.207285270394269
4.690000000000002,-0.089152088146249,-16.921027704466450
4.700000000000002,-0.095117298240542,-16.642719903051532
4.710000000000003,-0.101292969195432,-16.372598142278463
4.720000000000002,-0.107663034024435,-16.110897278227029
4.730000000000002,-0.114208209123300,-15.857848862439461
4.740000000000002,-0.120905946906704,-15.613679211457093
4.750000000000003,-0.127730448078371,-15.378607452878367
4.760000000000003,-0.134652740186484,-15.152843572918846
4.770000000000002,-0.141640827648712,-14.936586492390509
4.780000000000002,-0.148659916542359,-14.730022199293471
4.790000000000003,-0.155672715187419,-14.533321966728447
4.800000000000003,-0.162639808978258,-14.346640684533634
4.810000000000002,-0.169520105146410,-14.170115331882979
4.820000000000002,-0.176271340291520,-14.003863616084189
4.830000000000003,-0.182850640748735,-13.847982800004898
4.840000000000003,-0.189215123325214,-13.702548737058814
4.850000000000002,-0.195322521792199,-13.567615128599213
4.860000000000002,-0.201131822903967,-13.443213014065977
4.870000000000002,-0.206603894746314,-13.329350499480130
4.880000000000003,-0.211702089975152,-13.226012725062560
4.890000000000002,-0.216392807025224,-13.133162068044848
4.900000000000002,-0.220645993638826,-13.050738572315185
4.910000000000002,-0.224435579022251,-12.978660592527968
4.920000000000003,-0.227739823481867,-12.916825636836213
4.930000000000002,-0.230541577380008,-12.865111389544513
4.940000000000002,-0.232828444519706,-12.823376892786541
4.950000000000002,-0.234592848439088,-12.791463864809430
4.960000000000003,-0.235832003395010,-12.769198131588674
4.970000000000002,-0.236547794878967,-12.756391148255904
4.980000000000002,-0.236746577197805,-12.752841587137194
4.990000000000002,-0.236438897861524,-12.758336970002492
5.000000000000003,-0.235639160179767,-12.772655323330536
